716457245,Тренировка завершена,2025-01-15 16:44:53
716457245,Тренировка завершена,2025-01-15 16:53:05
716457245,Тренировка завершена,2025-01-15 19:19:17
716457245,Тренировка завершена,2025-01-15 20:03:29
716457245,Тренировка завершена,2025-01-15 20:05:23
716457245,Тренировка завершена,2025-01-15 20:21:14
716457245,Тренировка завершена,2025-01-15 20:26:39
716457245,Тренировка завершена,2025-01-15 20:32:27
716457245,Тренировка завершена,2025-01-15 20:35:22
716457245,Тренировка завершена,2025-01-15 20:37:00
716457245,Тренировка завершена,2025-01-15 20:38:43
716457245,Тренировка завершена,2025-01-15 20:40:28
716457245,Тренировка завершена,2025-01-15 20:47:47
716457245,Тренировка завершена,2025-01-15 20:48:57
716457245,Тренировка завершена,2025-01-15 20:54:18
716457245,Тренировка завершена,2025-01-15 20:56:16
716457245,Тренировка завершена,2025-01-15 20:56:50
716457245,Тренировка завершена,2025-01-15 20:58:08
716457245,Тренировка завершена,2025-01-15 20:58:38
716457245,Тренировка завершена,2025-01-15 21:02:47
716457245,Тренировка завершена,2025-01-15 21:03:17
716457245,Тренировка завершена,2025-01-15 21:04:57
716457245,Тренировка завершена,2025-01-15 21:06:47
716457245,Тренировка завершена,2025-01-15 21:28:03
716457245,Тренировка завершена,2025-01-15 21:31:26
716457245,Тренировка завершена,2025-01-15 21:35:58
716457245,Тренировка завершена,2025-01-15 21:39:05
716457245,Тренировка завершена,2025-01-15 21:40:22
716457245,Тренировка завершена,2025-01-16 16:59:38
716457245,Тренировка завершена,2025-01-16 17:00:53
